날짜,지역,최저온도,최고온도,강수량,증발,풍향,풍속,습도,기압,구름,온도,금일 비 여부,내일 비 여부
2016-04-13,Albury,8.9,27.2,0,NA,ENE,9,34,1023.6,3,26.8,No,No
2016-04-14,Albury,10,28.7,0,NA,N,11,27,1024.2,3,28.2,No,No
2016-04-15,Albury,11,27.6,0,NA,ESE,9,38,1019.7,8,26.1,No,No
2016-04-16,Albury,12.9,28.5,0,NA,SW,7,31,1016.5,1,27.1,No,No
2016-04-17,Albury,11.7,25.4,0,NA,SE,15,39,1017.9,NA,25.1,No,Yes
2016-04-18,Albury,10.6,25.7,3.8,NA,NE,11,36,1017.9,2,24.8,Yes,No
2016-04-19,Albury,9.5,26.1,0,NA,SSE,7,41,1019.4,2,24.8,No,No
2016-04-20,Albury,8.8,27,0,NA,SE,7,29,1020.8,NA,26.1,No,No
2016-04-21,Albury,9.8,22.4,0,NA,SSE,9,55,1019.6,3,22,No,Yes
2016-04-22,Albury,12.8,23.6,3.6,NA,SE,13,46,1019.9,3,23,Yes,No
2016-04-23,Albury,9.4,22.7,0,NA,SE,13,24,1024.9,NA,22,No,No
2016-04-24,Albury,7.1,24.9,0,NA,W,7,28,1028.1,NA,23.9,No,No
2016-04-25,Albury,6.7,24.3,0,NA,SE,9,36,1028.2,NA,23.8,No,No
2016-04-26,Albury,6.1,25.4,0,NA,S,9,31,1025.7,NA,24.4,No,No
2016-04-27,Albury,6.4,26.6,0,NA,N,17,35,1020.5,NA,25.1,No,No
2016-04-28,Albury,11.7,28.5,0,NA,NNW,13,32,1018.9,2,27.4,No,No
2016-04-29,Albury,12.1,26.9,0,NA,ESE,7,92,1017.5,8,17.6,No,Yes
2016-04-30,Albury,16.8,23.4,8.6,NA,N,19,64,1015.1,8,22.5,Yes,Yes
2016-05-01,Albury,13.2,20,4,NA,W,28,46,1013,4,17.7,Yes,No
2016-05-02,Albury,3.8,16.9,0,NA,NNW,15,44,1014.4,8,16.1,No,No
2016-05-03,Albury,6.6,22.2,0,NA,WNW,35,32,1006,NA,21.4,No,Yes
2016-05-04,Albury,11,17.5,2.4,NA,NNW,9,39,1017,NA,17,Yes,No
2016-05-05,Albury,10.5,20.3,0,NA,SE,9,45,1017.6,1,19.6,No,No
2016-05-06,Albury,6.7,25.2,0,NA,NNW,9,38,1016.7,1,24.7,No,No
2016-05-07,Albury,7.9,24,0,NA,SSE,9,47,1017.4,NA,23.1,No,Yes
2016-05-08,Albury,13.9,18.2,13.2,NA,NNE,26,98,1008.6,8,16.1,Yes,Yes
2016-05-09,Albury,14.7,18.3,46,NA,WNW,4,73,1000.7,1,17.6,Yes,Yes
2016-05-10,Albury,13.4,17.3,13.4,NA,W,22,69,1008.4,8,16.9,Yes,Yes
2016-05-11,Albury,9.3,15.8,2.2,NA,WNW,24,63,1015.4,8,14.5,Yes,Yes
2016-05-12,Albury,10.8,17.2,2,NA,W,19,86,1017,8,15.8,Yes,No
2016-05-13,Albury,13.6,20.2,0.2,NA,NW,6,58,1022.8,NA,18.8,No,No
2016-05-14,Albury,8.7,20.3,0,NA,N,11,64,1021.6,8,19.4,No,No
2016-05-15,Albury,9.5,22.1,0,NA,W,20,49,1015.6,NA,21.3,No,No
2016-05-16,Albury,6.3,20.4,0,NA,N,13,47,1017.4,1,19.2,No,Yes
2016-05-17,Albury,9.1,18.3,4.8,NA,WNW,7,53,1018.5,4,18.1,Yes,No
2016-05-18,Albury,8,17.3,0,NA,W,11,57,1018,8,16.3,No,No
2016-05-19,Albury,8.3,17.3,0,NA,WNW,17,63,1016.5,8,16.4,No,No
2016-05-20,Albury,12.1,18.5,0,NA,W,15,47,1021.9,NA,17.9,No,No
2016-05-21,Albury,4.7,17.9,0,NA,ESE,7,64,1022.9,NA,16.6,No,No
2016-05-22,Albury,5.3,21.8,0,NA,E,13,55,1018.1,NA,21.4,No,Yes
2016-05-23,Albury,10.4,15.8,3,NA,WSW,26,55,1018.5,8,14.9,Yes,No
2016-05-24,Albury,8.2,16.2,0,NA,WSW,20,57,1018.9,1,15.5,No,No
2016-05-25,Albury,2.5,14.8,0,NA,NE,11,72,1014.8,5,13.7,No,Yes
2016-05-26,Albury,6.9,14.1,15.2,NA,WNW,15,84,1002.3,8,13,Yes,Yes
2016-05-27,Albury,4.8,14,1.2,NA,WSW,15,58,1007.2,7,13.7,Yes,No
2016-05-28,Albury,3.8,14.4,0,NA,WSW,17,45,1009.5,NA,14.3,No,No
2016-05-29,Albury,0.5,14.1,0.2,NA,SW,9,54,1019.8,5,14,No,No
2016-05-30,Albury,3.6,14.1,0,NA,NA,0,57,1025.8,NA,13.7,No,No
2016-05-31,Albury,1.8,15.9,0,NA,SE,13,50,1027.3,NA,15.6,No,No
2016-06-01,Albury,3.2,17.3,0,NA,ESE,9,53,1026.1,NA,17.1,No,No
2016-06-02,Albury,3.3,18.1,0,NA,E,6,51,1024.2,NA,17.3,No,No
2016-06-03,Albury,4.7,13.6,0,NA,NA,0,76,1021.8,8,11.8,No,Yes
2016-06-04,Albury,9.8,14.9,11.6,NA,SE,15,92,1008.3,8,13.5,Yes,Yes
2016-06-05,Albury,10.8,14.6,11.6,NA,W,9,89,1002.4,8,14.2,Yes,Yes
2016-06-06,Albury,7.2,12.3,1.2,NA,NW,17,80,1004,8,11.6,Yes,Yes
2016-06-07,Albury,9,12.6,3.6,NA,NW,15,81,1004.9,8,11.6,Yes,Yes
2016-06-08,Albury,9.8,14.6,1.8,NA,NNE,17,76,1010.1,8,14,Yes,Yes
2016-06-09,Albury,11.4,15.7,7.2,NA,WNW,13,78,1006.7,8,13.5,Yes,Yes
2016-06-10,Albury,10.5,13.8,3,NA,WNW,19,64,1020.3,6,12.5,Yes,Yes
2016-06-11,Albury,9.6,13,1.2,NA,W,20,67,1025.9,1,12.6,Yes,No
2016-06-12,Albury,0.4,12.7,0,NA,SE,7,50,1036.1,NA,11.2,No,No
2016-06-13,Albury,-0.6,13.8,0.2,NA,SE,6,59,1036,NA,13.4,No,No
2016-06-14,Albury,0.9,15.2,0,NA,W,4,58,1035.2,NA,14.5,No,No
2016-06-15,Albury,0.9,11.4,0.2,NA,E,6,70,1030.5,NA,11,No,No
2016-06-16,Albury,0,12.9,0,NA,ESE,11,70,1019.7,8,12.8,No,Yes
2016-06-17,Albury,4.1,15.9,7.6,NA,WNW,9,83,1013.5,8,14.8,Yes,No
2016-06-18,Albury,9,17.6,0.2,NA,NE,7,71,1017.1,8,16.2,No,No
2016-06-19,Albury,8.1,14.3,0.2,NA,S,9,74,1010.8,1,13.9,No,Yes
2016-06-20,Albury,10,16.6,14.4,NA,WSW,22,83,998.4,8,13.9,Yes,Yes
2016-06-21,Albury,8.8,11.6,1.4,NA,NNW,24,84,1003.4,8,10.4,Yes,Yes
2016-06-22,Albury,9.1,13.7,12.6,NA,WNW,20,68,1008.4,7,12.5,Yes,No
2016-06-23,Albury,9,13.2,0.2,NA,N,17,73,1005.4,8,12.5,No,Yes
2016-06-24,Albury,6.6,8.2,4,NA,W,26,85,1007.6,6,7.5,Yes,Yes
2016-06-25,Albury,-0.8,10.5,2.6,NA,W,20,61,1021.9,NA,9.9,Yes,No
2016-06-26,Albury,-1.3,7.5,0,NA,SE,4,79,1019,NA,7.4,No,No
2016-06-27,Albury,2.1,10.6,0.2,NA,WSW,20,68,1018.7,8,9.9,No,No
2016-06-28,Albury,2.5,11.8,0.2,NA,WSW,6,80,1026.6,8,10.9,No,No
2016-06-29,Albury,6.2,13.5,0.8,NA,ENE,9,75,1026.4,8,13.1,No,No
2016-06-30,Albury,3,11.2,0,NA,N,13,82,1013.2,8,9.6,No,Yes
2016-07-01,Albury,5.2,11.4,11.4,NA,W,7,76,1021.4,8,11.1,Yes,No
2016-07-02,Albury,7.2,12.5,0.4,NA,W,11,86,1026.4,8,11.6,No,No
2016-07-03,Albury,7.9,12.7,0.2,NA,W,13,82,1024.7,7,12.6,No,No
2016-07-04,Albury,8.2,11.7,0.2,NA,ENE,13,70,1016,8,11.6,No,No
2016-07-05,Albury,6.7,10.6,1,NA,SSE,7,99,1008.6,8,8.9,No,Yes
2016-07-06,Albury,7.2,15.4,7.6,NA,WSW,20,60,1010.4,2,15,Yes,No
2016-07-07,Albury,4,16.5,0,NA,ESE,11,58,1019.1,5,16.2,No,No
2016-07-08,Albury,6.5,11.8,0.2,NA,E,2,94,1020.8,8,11.5,No,Yes
2016-07-09,Albury,7,15.8,2,NA,NNE,9,76,1023.1,8,13.9,Yes,No
2016-07-10,Albury,6.2,14,0,NA,NNE,15,74,1018.9,6,13.4,No,Yes
2016-07-11,Albury,9.1,16.2,16.6,NA,N,19,52,1007.9,1,15.7,Yes,No
2016-07-12,Albury,8.6,12.9,0.4,NA,NW,37,61,1004.2,NA,12,No,Yes
2016-07-13,Albury,3.6,9.5,9.6,NA,WNW,19,66,1023.1,8,8.9,Yes,No
2016-07-14,Albury,-0.3,10.8,0.2,NA,WNW,13,72,1030.1,6,9.6,No,No
2016-07-15,Albury,4.4,12.8,0,NA,ESE,6,66,1030.6,7,12.2,No,No
2016-07-16,Albury,-0.4,14,0.2,NA,SSE,7,65,1030.2,NA,13.1,No,No
2016-07-17,Albury,0.4,16.5,0,NA,SE,6,64,1027.5,NA,15.1,No,No
2016-07-18,Albury,2.1,13.4,0,NA,SE,2,96,1022.6,8,11.8,No,Yes
2016-07-19,Albury,7.3,15.2,5,NA,NE,7,88,1021.8,8,14,Yes,No
2016-07-20,Albury,8.5,17.3,0,NA,E,7,70,1019.5,1,16.7,No,No
2016-07-21,Albury,6.2,16.8,0.4,NA,NNE,7,96,1015.6,8,13.8,No,Yes
2016-07-22,Albury,9.9,18.2,6.8,NA,W,22,99,999.5,8,12.7,Yes,Yes
2016-07-23,Albury,7.1,10.8,24.2,NA,SW,28,67,1009.8,8,8.4,Yes,No
2016-07-24,Albury,-0.2,10.1,0.6,NA,N,13,77,1010.7,8,8.7,No,Yes
2016-07-25,Albury,4.7,11.5,12,NA,WNW,19,87,1012.2,8,10.4,Yes,Yes
2016-07-26,Albury,4.5,11.3,4,NA,NNW,20,72,1014.4,8,9.7,Yes,Yes
2016-07-27,Albury,6.9,12.6,10.6,NA,WNW,24,82,1017.3,6,11.5,Yes,No
2016-07-28,Albury,5.9,10.8,0,NA,WNW,11,79,1026.1,8,10.5,No,No
2016-07-29,Albury,7.7,12.2,0.8,NA,NW,15,73,1022.9,8,11,No,No
2016-07-30,Albury,8.3,12.1,0.2,NA,NNW,9,74,1021.5,8,11.9,No,Yes
2016-07-31,Albury,8,14.3,2.2,NA,NE,9,76,1017.4,8,13.7,Yes,Yes
2016-08-01,Albury,9.6,11.8,3.8,NA,N,22,92,1012.3,6,11.5,Yes,Yes
2016-08-02,Albury,8.3,13.7,21,NA,SE,20,47,1016.5,NA,13.5,Yes,No
2016-08-03,Albury,-0.2,15.4,0,NA,E,11,51,1022,NA,15,No,No
2016-08-04,Albury,1.4,15.1,0.2,NA,SE,7,48,1027.9,NA,14.8,No,No
2016-08-05,Albury,0.5,15.3,0,NA,W,9,46,1030.1,NA,14.6,No,No
2016-08-06,Albury,1.2,13,0,NA,SE,7,55,1027.2,NA,12.1,No,No
2016-08-07,Albury,0.7,15.6,0.2,NA,SE,7,43,1024.8,1,14.3,No,No
2016-08-08,Albury,1.4,15.1,0,NA,E,7,65,1023.5,5,14.4,No,No
2016-08-09,Albury,1.8,17.2,0,NA,NNE,24,60,1015.9,4,16.3,No,Yes
2016-08-10,Albury,7.4,15,2.6,NA,NW,15,56,1013.9,8,14.1,Yes,No
2016-08-11,Albury,4.7,13.4,0.2,NA,WNW,17,57,1021.2,5,11.7,No,No
2016-08-12,Albury,0.7,11.6,0,NA,WNW,13,58,1021.8,8,11,No,No
2016-08-13,Albury,4.7,15.4,0.6,NA,W,19,60,1022.5,6,13.8,No,No
2016-08-14,Albury,4.7,16.6,0.2,NA,W,11,56,1028.1,1,16,No,No
2016-08-15,Albury,2.2,16.8,0,NA,ESE,11,56,1030.1,1,15.7,No,No
2016-08-16,Albury,1.7,18.5,0,NA,NNE,13,54,1026.3,NA,17.9,No,No
2016-08-17,Albury,6,18,0,NA,NNE,15,65,1022.6,7,17.3,No,No
2016-08-18,Albury,4,19.6,0,NA,NNE,15,57,1019.2,NA,19.4,No,No
2016-08-19,Albury,9.3,16.4,0,NA,NNW,24,80,1009.7,7,13.2,No,Yes
2016-08-20,Albury,5.3,12,11,NA,NW,20,66,1015.2,7,11.7,Yes,No
2016-08-21,Albury,5.4,15.4,1,NA,NW,17,56,1016.5,2,14.2,No,No
2016-08-22,Albury,8.4,13.9,0.2,NA,WSW,19,79,1013.9,8,10.6,No,Yes
2016-08-23,Albury,4.2,15.7,11,NA,NNW,13,56,1015.2,NA,15,Yes,No
2016-08-24,Albury,2.6,12.2,0,NA,SW,9,71,1011,8,11.9,No,No
2016-08-25,Albury,3.3,14.1,0.2,NA,WSW,26,52,1012.7,1,12.5,No,No
2016-08-26,Albury,0.2,13.6,0,NA,W,19,50,1020.5,1,13,No,No
2016-08-27,Albury,0.7,13.5,0.2,NA,NW,11,53,1022.7,8,12.3,No,No
2016-08-28,Albury,2.1,16.9,0,NA,NW,13,57,1021.5,8,16.2,No,No
2016-08-29,Albury,3.4,18.2,0,NA,N,9,51,1024.2,3,16.5,No,No
2016-08-30,Albury,7.8,15.3,0,NA,SE,9,72,1020,8,15.2,No,Yes
2016-08-31,Albury,10.6,18.4,22,NA,W,20,66,1015.4,6,16.7,Yes,No
2016-09-01,Albury,8.5,16.7,0.4,NA,NW,11,65,1016.1,7,15.8,No,No
2016-09-02,Albury,6.1,13.9,0.2,NA,E,7,76,1005.6,8,13.5,No,Yes
2016-09-03,Albury,9.6,16.6,33.6,NA,W,31,60,1008.8,1,15.1,Yes,No
2016-09-04,Albury,7.7,15.1,0.6,NA,WNW,13,66,1025.4,7,14,No,No
2016-09-05,Albury,4.4,15.9,0,NA,WSW,13,63,1029.1,7,14.7,No,No
2016-09-06,Albury,4.4,18.1,0,NA,ESE,7,68,1028.1,2,17.1,No,No
2016-09-07,Albury,5.5,20.5,0,NA,ESE,7,60,1027.4,1,19.7,No,No
2016-09-08,Albury,8.1,20.3,0,NA,NNE,17,63,1021.3,8,20.1,No,Yes
2016-09-09,Albury,12.6,17.8,4,NA,NE,20,91,1009.8,8,15.7,Yes,Yes
2016-09-10,Albury,11.2,17.7,17,NA,W,26,67,1013.7,8,16.5,Yes,No
2016-09-11,Albury,3.7,14.9,0.2,NA,NNW,13,71,1019.1,8,13.9,No,No
2016-09-12,Albury,5.1,17.8,0,NA,WSW,7,55,1019.6,1,17.7,No,No
2016-09-13,Albury,6.9,19.7,0,NA,NNE,19,55,1016.1,1,19,No,Yes
2016-09-14,Albury,12.4,16.2,8.6,NA,NW,22,56,1008.8,8,15.4,Yes,Yes
2016-09-15,Albury,8.3,13.6,10.8,NA,NW,22,72,1011,7,12.8,Yes,No
2016-09-16,Albury,9.4,16.1,0.4,NA,WNW,17,56,1018.1,8,15.6,No,No
2016-09-17,Albury,4.4,18.2,0.6,NA,NE,15,60,1017.6,8,17,No,Yes
2016-09-18,Albury,7.1,13.8,1.2,NA,SSE,13,94,1005.9,8,12.9,Yes,Yes
2016-09-19,Albury,7.4,15.9,7.4,NA,NW,13,57,1012,NA,14.9,Yes,No
2016-09-20,Albury,5.3,14.9,0,NA,NE,13,59,1015.4,4,14.3,No,Yes
2016-09-21,Albury,9.8,16.2,12.8,NA,ENE,9,72,1005.3,8,15.8,Yes,No
2016-09-22,Albury,9.3,18.8,0,NA,W,28,61,1011.5,4,17.6,No,No
2016-09-23,Albury,4.9,20.5,0,NA,ESE,7,48,1012,NA,19.1,No,No
2016-09-24,Albury,8.3,20.5,0,NA,WNW,17,45,1008.2,4,20.2,No,Yes
2016-09-25,Albury,11,17.5,3,NA,W,28,55,1009.5,NA,16.7,Yes,No
2016-09-26,Albury,4.8,15.9,0,NA,WNW,17,52,1011.9,7,15.2,No,Yes
2016-09-27,Albury,7.1,15.2,2.8,NA,W,22,57,1012.4,5,13.8,Yes,Yes
2016-09-28,Albury,5.3,17.9,1.8,NA,NE,19,49,1007.4,NA,17.2,Yes,Yes
2016-09-29,Albury,11.1,14.8,20.6,NA,N,24,59,993.1,8,13.9,Yes,Yes
2016-09-30,Albury,8.4,13.7,16.2,NA,WNW,31,84,995.7,8,11.9,Yes,Yes
2016-10-01,Albury,9.2,14.9,9,NA,NW,20,78,1007.7,8,13.5,Yes,No
2016-10-02,Albury,5.9,21.7,0.8,NA,N,26,48,1005.9,NA,21.2,No,Yes
2016-10-03,Albury,10.8,15.1,12.4,NA,NW,35,59,1000.5,3,13.9,Yes,Yes
2016-10-04,Albury,8.3,15,8.6,NA,NW,33,86,1002.4,8,12.9,Yes,Yes
2016-10-05,Albury,3.5,15.7,7.8,NA,W,22,64,1017.6,6,14.2,Yes,No
2016-10-06,Albury,7,21.6,0,NA,NW,15,55,1020.3,3,20.3,No,No
2016-10-07,Albury,9,23.8,0,NA,NNW,15,49,1016.4,5,23,No,No
2016-10-08,Albury,11.8,22.1,0,NA,E,7,57,1016.8,5,20.3,No,No
2016-10-09,Albury,8.3,20.9,0,NA,NE,24,59,1012,NA,18.7,No,Yes
2016-10-10,Albury,9.6,14.8,6.6,NA,NW,20,75,1010.6,NA,14,Yes,No
2016-10-11,Albury,5.7,14.8,0.6,NA,WSW,22,49,1016.9,3,13.7,No,No
2016-10-12,Albury,5.3,16.7,0.2,NA,W,26,59,1016.5,8,14.9,No,No
2016-10-13,Albury,6.9,18.5,0.2,NA,SSW,9,40,1022.3,NA,16.9,No,No
2016-10-14,Albury,4.2,20.7,0,NA,SW,9,50,1022.7,1,19,No,No
2016-10-15,Albury,5.7,22.4,0,NA,NNE,17,42,1017.3,2,21.3,No,No
2016-10-16,Albury,11.8,24.9,0,NA,N,22,49,1003.3,NA,23.9,No,Yes
2016-10-17,Albury,9.7,17.6,9.6,NA,W,22,49,1009.9,3,17,Yes,No
2016-10-18,Albury,10.1,16.4,0.8,NA,WSW,22,76,1011.6,8,14.7,No,Yes
2016-10-19,Albury,4.7,16.2,2.6,NA,W,17,48,1020.6,2,15.9,Yes,No
2016-10-20,Albury,3.6,19.4,0.2,NA,N,11,40,1019.7,NA,18.9,No,No
2016-10-21,Albury,7.4,23.7,0,NA,NNE,15,48,1010.9,NA,22.9,No,No
2016-10-22,Albury,6.4,16.2,1,NA,WSW,31,47,1014.5,NA,16,No,No
2016-10-23,Albury,3.3,17.6,0,NA,WNW,11,48,1020.1,6,16.1,No,No
2016-10-24,Albury,3.6,19,0,NA,WSW,13,44,1018.1,NA,18.2,No,No
2016-10-25,Albury,5.3,22.9,0,NA,NNW,15,40,1015.3,1,21.7,No,No
2016-10-26,Albury,12.7,24.6,0,NA,N,13,42,1011,4,23.3,No,No
2016-10-27,Albury,8.2,22.2,0,NA,SSE,7,51,1014.8,8,20.1,No,No
2016-10-28,Albury,7.5,23.3,0,NA,ESE,11,48,1015.9,4,21.9,No,No
2016-10-29,Albury,9.3,25.7,0,NA,N,13,42,1014.1,NA,24.5,No,No
2016-10-30,Albury,14.7,24.3,0,NA,N,20,68,1003.5,8,20.6,No,No
2016-10-31,Albury,5.1,17,1,NA,WNW,17,41,1014.7,4,14.8,No,No
2016-11-01,Albury,7.1,18.6,0,NA,W,17,43,1011.6,5,17.1,No,No
2016-11-02,Albury,7.6,19.7,0,NA,WNW,20,47,1016.3,1,18.2,No,No
2016-11-03,Albury,6.9,23,0,NA,W,15,42,1017.2,NA,21.7,No,No
2016-11-04,Albury,7.6,28.2,0,NA,WNW,28,27,1009.2,1,27.3,No,No
2016-11-05,Albury,9.6,18.4,0,NA,W,31,40,1011.6,5,16.2,No,No
2016-11-06,Albury,7.9,20.9,0,NA,WSW,17,43,1010.9,1,19.8,No,No
2016-11-07,Albury,8.8,29.4,0,NA,NNW,31,22,1003.7,3,28.2,No,No
2016-11-08,Albury,11.6,24.9,0,NA,WNW,22,43,1008,3,24.2,No,No
2016-11-09,Albury,9.7,25.9,0,NA,W,15,31,1007.3,NA,25.3,No,No
2016-11-10,Albury,9.9,24.4,0,NA,WSW,26,36,1008.6,1,23.5,No,No
2016-11-11,Albury,7.7,26.9,0,NA,NNW,6,35,1007.7,NA,26.5,No,Yes
2016-11-12,Albury,14.1,27.1,8,NA,W,26,38,998.1,1,26.6,Yes,Yes
2016-11-13,Albury,11.7,16,1.8,NA,WNW,22,88,997.5,6,12.3,Yes,Yes
2016-11-14,Albury,11.3,20.9,18.8,NA,WSW,20,60,1007.7,NA,19.1,Yes,No
2016-11-15,Albury,6.9,22.9,0.8,NA,WSW,15,45,1015.7,NA,21.5,No,No
2016-11-16,Albury,8.9,26.3,0,NA,SE,9,22,1019.6,NA,25,No,No
2016-11-17,Albury,11,29.3,0,NA,NNW,13,34,1018.2,1,27.9,No,No
2016-11-18,Albury,14,29.9,0,NA,ESE,13,45,1013,NA,29.1,No,No
2016-11-19,Albury,14.8,31.5,0,NA,W,17,26,1015,NA,30.6,No,No
2016-11-20,Albury,14.6,32,0,NA,SE,15,39,1014.9,NA,29.8,No,No
2016-11-21,Albury,19.2,36.2,0.8,NA,N,20,22,1010.6,NA,35.3,No,No
2016-11-22,Albury,21.6,26.6,0,NA,WSW,11,45,1013.1,NA,25.8,No,Yes
2016-11-23,Albury,14.3,21.6,19.2,NA,WSW,28,44,1010.3,7,20.2,Yes,No
2016-11-24,Albury,5.9,21.6,0.2,NA,W,22,38,1014,1,20.4,No,No
2016-11-25,Albury,8.2,22,0,NA,WSW,19,41,1015.1,NA,21.1,No,No
2016-11-26,Albury,7.3,24.5,0,NA,W,20,39,1015.7,NA,23.6,No,No
2016-11-27,Albury,9.3,28.1,0,NA,NNE,19,34,1014.1,NA,26.7,No,No
2016-11-28,Albury,11.4,29.2,0,NA,SW,15,28,1010.5,1,28.2,No,No
2016-11-29,Albury,10.8,29.4,0,NA,SW,13,21,1009.5,NA,27.9,No,No
2016-11-30,Albury,12.9,32.2,0,NA,NW,22,14,1004.4,NA,31,No,No
2016-12-01,Albury,13.7,30.2,0,NA,WSW,15,32,1005.2,NA,28.5,No,No
2016-12-02,Albury,12.8,30.8,0,NA,WSW,24,22,1009.4,NA,29.9,No,No
2016-12-03,Albury,13.8,31.2,0,NA,W,20,19,1012,NA,29.8,No,No
2016-12-04,Albury,12.8,32.8,0,NA,SE,11,33,1008.7,1,31.8,No,No
2016-12-05,Albury,19.3,32.8,0,NA,WSW,28,40,1007.4,5,30.9,No,No
2016-12-06,Albury,19.8,26.1,0,NA,WNW,20,35,1010.8,1,24,No,No
2016-12-07,Albury,10,29.6,0,NA,SE,11,23,1011.8,NA,27.8,No,No
2016-12-08,Albury,11.5,29.7,0,NA,W,39,86,1000.5,8,16.4,No,No
2016-12-09,Albury,9.9,21,1,NA,SW,28,37,1014.9,NA,19.4,No,No
2016-12-10,Albury,7.5,26.9,0,NA,SSW,13,32,1018.6,NA,25.2,No,No
2016-12-11,Albury,10.7,29.8,0,NA,S,15,27,1018.3,NA,27.8,No,No
2016-12-12,Albury,11.7,33,0,NA,SSW,15,24,1016.4,NA,31,No,No
2016-12-13,Albury,13.4,37.2,0,NA,W,30,11,1008.2,NA,35.9,No,No
2016-12-14,Albury,20.4,26.9,0.4,NA,W,20,40,1010.2,NA,24.1,No,No
2016-12-15,Albury,13.8,29.8,0,NA,E,11,28,1011.3,NA,28.1,No,Yes
2016-12-16,Albury,16,22.7,5.2,NA,NE,11,66,1007.8,8,21.6,Yes,No
2016-12-17,Albury,17.3,28.5,0,NA,W,31,20,1007.1,NA,28,No,No
2016-12-18,Albury,9,26.3,0,NA,ESE,13,22,1016.7,NA,24,No,No
2016-12-19,Albury,10.3,29.5,0,NA,NW,13,27,1012.5,NA,27.5,No,No
2016-12-20,Albury,13.1,29.6,0,NA,SSE,7,50,1006.5,NA,25.7,No,Yes
2016-12-21,Albury,9.7,28.3,1.2,NA,WSW,20,28,1012.7,NA,26.8,Yes,No
2016-12-22,Albury,14.1,31.4,0,NA,SSE,11,29,1013.3,NA,30,No,No
2016-12-23,Albury,15.4,35.3,0,NA,NNW,11,28,1010.9,1,32,No,No
2016-12-24,Albury,17.5,34,0,NA,WNW,11,69,1011.7,4,23.5,No,Yes
2016-12-25,Albury,15.9,35.6,1.6,NA,N,17,25,1011.8,NA,34.4,Yes,No
2016-12-26,Albury,17.6,36.5,0,NA,N,19,26,1008.3,1,34,No,Yes
2016-12-27,Albury,20.9,31.5,2,NA,SE,22,55,1009.6,NA,28.3,Yes,No
2016-12-28,Albury,21.9,35.6,0,NA,NW,28,26,1004.9,NA,34.4,No,Yes
2016-12-29,Albury,22,27.7,3.8,NA,E,15,66,1005.5,NA,26.7,Yes,Yes
2016-12-30,Albury,22.8,32.1,3.2,NA,NW,28,62,999.2,NA,30.6,Yes,Yes
2016-12-31,Albury,15.9,33.1,4.4,NA,WSW,15,25,1003.4,NA,30.9,Yes,No
2017-01-01,Albury,15.5,31.6,0,NA,W,24,25,1004.1,NA,31.4,No,No
2017-01-02,Albury,14.9,32,0,NA,WNW,9,30,1009.9,NA,30.5,No,No
2017-01-03,Albury,13.7,32,0,NA,W,6,30,1014.7,NA,29.5,No,No
2017-01-04,Albury,16.2,33,0,NA,NE,9,29,1015.4,NA,31.2,No,No
2017-01-05,Albury,18,33.5,0,NA,N,7,30,1013.1,NA,32.4,No,No
2017-01-06,Albury,17.1,35.4,0,NA,SSE,13,26,1012.9,NA,34.2,No,No
2017-01-07,Albury,17.9,35.4,0,NA,ESE,13,25,1010.4,NA,33.6,No,No
2017-01-08,Albury,19.1,36,0,NA,SSE,13,35,1007,1,32.2,No,No
2017-01-09,Albury,21.3,30.7,0,NA,NA,0,86,1011.3,8,22.8,No,Yes
2017-01-10,Albury,19.8,31,10.6,NA,SSE,9,52,1009.3,8,29.8,Yes,No
2017-01-11,Albury,20.1,34.2,0,NA,WSW,19,17,1006.6,NA,33.1,No,No
2017-01-12,Albury,14.5,35,0,NA,SSE,9,20,1007.5,NA,32.8,No,No
2017-01-13,Albury,16.7,32,0,NA,SSE,7,48,1.00E+03,5,28.2,No,Yes
2017-01-14,Albury,16.9,25.4,14.2,NA,SW,26,37,1009.3,NA,23.8,Yes,No
2017-01-15,Albury,11.5,31.6,0,NA,SW,13,25,1013.4,NA,28.5,No,No
2017-01-16,Albury,13.3,34.8,0,NA,ESE,11,28,1011.9,NA,32.7,No,No
2017-01-17,Albury,16,40.9,0,NA,WSW,19,13,1006.5,NA,39.3,No,No
2017-01-18,Albury,16.7,30.4,0,NA,WSW,26,43,1009,2,26.6,No,No
2017-01-19,Albury,14.9,33.3,0,NA,SE,13,29,1006.5,NA,31.5,No,Yes
2017-01-20,Albury,18.6,28.1,18,NA,WSW,26,61,995.9,8,25.7,Yes,Yes
2017-01-21,Albury,11.4,30.1,2.6,NA,S,11,34,1010.6,NA,26.7,Yes,No
2017-01-22,Albury,14.6,32.9,0,NA,SSE,15,31,1011.4,NA,31,No,No
2017-01-23,Albury,19.2,39.3,0,NA,WNW,28,22,1004,NA,37.7,No,No
2017-01-24,Albury,23.2,32.6,0,NA,WNW,24,34,1009.9,NA,31.7,No,No
2017-01-25,Albury,16.3,32.4,0,NA,WNW,15,16,1013.4,NA,30.5,No,No
2017-01-26,Albury,15.8,34.2,0,NA,SW,9,25,1012,NA,32,No,No
2017-01-27,Albury,17.4,35.9,0,NA,NNE,7,27,1011.5,1,34.4,No,No
2017-01-28,Albury,17.5,36.9,0,NA,W,17,14,1011.2,NA,35.7,No,No
2017-01-29,Albury,16.8,38.5,0,NA,W,20,12,1012.3,NA,37.1,No,No
